lid,date,comments,rid
20869092,2019-05-25,"This place is as great as expected, near bts, a massage downstairs, also near main (Website hidden by Airbnb) of the most convenient area to go or from airport, overall thanks to this place we have a great time in bangkok",343
20869092,2019-05-25,"An amazing location to public transportation. Amazing amenities and excellent guest service. Would definitely stay here again and recommend to any traveler who values location, privacy, and cleanliness as much as I do.",344
20869092,2019-05-26,It was a really pleasant stay and smooth check in process for us. The location is really convenient as well. Would highly recommend everyone to stay here!,345
20869092,2019-05-26,Wonderful apartment. Great location next to BTS. Gorgeous pool and view. The cafe next door is key for convenient meals. Would highly recommend.,346
20869092,2019-05-27,Best room ever!,347
20869092,2019-05-28,"Suchada provides a comfortable, clean and tidy room for us, the swimming pool and gym room are awesome. Suchada replies us as soon as possible when we have any question, such as borrowing an adaptor plug and asking to fix the television. The massage service is also provided with an affordable price and it is just on the ground floor of the apartment. We will recommend this Airbnb to our friends for sure and will choose this apartment if we come to Thailand again. Thank you.",348
20869092,2019-05-29,A beautiful hotel apartment. Clean with a wonderful comfortable bed. I slept well.,349
20869092,2019-05-30,It was a great stay. We loved ambience of the house.,350
20869092,2019-05-30,The apartment is exactly as described. The Suchada Team is extremely communicative and responded to all requests immediately. Great hosts!,351
20869092,2019-05-30,"Room is clean and quiet. Around 10 minutes to MRT by walking. Good service. We arrived nearly 1am, they still can wait for us to check in",352
20869092,2019-05-31,"We had such a phenomenal experience! The partner hotel that assists with checking in gave us a complimentary ride to our hotel with our luggage, guided us to our room (which was the only room on the 5th floor with the pool and gym), she provided such excellent customer service and there is ROOM SERVICE. The place was so beautiful, the bed was so comfy, we were able to wash our clothes (there was laundry detergent available) and dry them with an easy to use rack. I would definitely recommend this apartment to anyone!",353
20869092,2019-06-01,Great host with excellent service from the team. Request were seamless and tuk tuk to BTS is a bonus.,354
20869092,2019-06-01,We loved our stay here. The location was great and the apartment was clean and had everything we needed. We loved having access to a lovely pool as well as the amazing massage place below the apartments! We followed the instructions from the listing to get the train in from the airport to the apartment and found it really easily. Thanks Suchada and team!,355
20869092,2019-06-04,"Had a lovely stay here! The room is just as described and sooo close to BTS (4 minute walk) and the reception lady was so so nice and helpful, I would highLu recommend :)",356
20869092,2019-06-08,Great location,357
20869092,2019-06-09,"Don隆炉t waste your time with this hotel. So unprofessional, untidy and unpleasant attitude of staff.",358
20869092,2019-06-11,The apartment was very clean and modern. It was within walking distance to a local market.,359
20869092,2019-06-12,The hotel exceeded expectations for comfort.  We will continue to stay next time.,360
20869092,2019-06-13,Very nice,361
20869092,2019-06-13,The apartment was perfect for us. You have nice People on the reception and you just walk a few minutes to BTS-station. If I ever come back to Bangkok i will book this airbnb again!!! Thank you so much,362
20869092,2019-06-13,Great space!,363
20869092,2019-06-13,"The room is awesome,so modern amd super clean.I really like it,the staffs are nice.I am totally recommend the place.I probably stay here again,next time I visit TH.",364
20869092,2019-06-13,Suchada direct us from BKK airport to her place using the sky train and it is easy to get there. She always respond to your questions in minutes. They offer a tuk tuk ride to the train station. we got there early in the morning so they offer a luggage storage so we can go and explore before check in time. They will call a taxi for you if you need it. Would stay at her place again.,365
20869092,2019-06-14,Near Sanam Pao BTS. Spacious room and the water pressure in the bathroom is good. Good reception and sufficient bottled water. Recommended.,366
20869092,2019-06-15,Great place to stay- about a 5 min walk to the BTS line and they offer free tuk tuk rides to the station. Spacious for two people. The staff was very friendly and made it feel like a hotel stay. Gym and pool were nice perks- small but had the basics.,367
20869092,2019-06-15,"Suchada's place is great. We were the only room on the fifth floor, which also had the pool. It felt like a private floor, but the pool is shared. So our second night a few individuals from another room were using it late at night and it was a bit distruptive for us. We did ask them to quiet down and it was okay. The room is small, but a decent size for two. It was clean, and stocked with water in the fridge, which was so lovely. She also had instant noodles, in case we were hungry. <br/><br/>The bed was comfortable, the shower pressure was okay, and she has a washer in the room as well. The TV did stop working the second day, but we were too tired to deal with it. I'm sure if I messaged Suchada about it, it would have been dealt with. It's a good location to get around, but Grab had a difficult time getting to it. We often had to meet our driver downstairs when they were delivering food. There is also only one key, which made it hard if one person left and the other was in the shower or something. You required the key for powering lights in the room. <br/><br/>There is a spa at the entrance of the building, which my husband and I enjoyed immensely! Overall, really happy with this choice. Definitely would recommend!",368
20869092,2019-06-15,"The apartment was clean, neat and the staff were very helpful.   It was setup as a hotel plus more. The  bottled water in the refrigerator was much appreciated as was the availability of the tuktuk to bring you to and fetch you from the BTS station.  Would stay here again if i get a chance to go back to Bangkok.",369
20869092,2019-06-15,Very poor I am stay 1 week no housekeeping,370
20869092,2019-06-15,The hotel doesnt have any facilities and poor service. The front office doesnt seem to have training on how to handle customers. Not friendly and NOT so accommodating with all the details of the logistics to use csg so because of that miscommunication is inevitable .,371
20869092,2019-06-16,"An amazing flat just a three minute walk to the BTS - perfect! The staff at reception are lovely and so willing to help. They fixed a small maintenance issue in a couple of hours and offered a free tuktuk service to the nearest station. Beautiful place, it was a joy staying there - great aircon and loads of water provided!",372
20869092,2019-06-17,"Very good stay. The apartment is in a nice area, which isn't massively touristy but only 3 minutes from the BTS skytrain, which is very trip and allows easy access to everywhere in Bangkok!",373
20869092,2019-06-18,"I'm a frequent visitor to Bangkok & my 4th airbnb apartment in Bangkok. And Suchada apartment is so far the best one I've stayed in so far & definitely return in my next trip!<br/><br/>I love the apartment because <br/>it is just a short 5-10 mins walk (2 mins tuk tuk ride - almost no waiting time); the staffs are very friendly and helpful; they provided generous amount of drinking water in the fridge; the hairdryer is the better ones; lots of channel to watch when I was in the room; clean and spacious apartment, wifi was decent, 2 aircons in the whole apartment.<br/><br/>I am really impressed when the aircon was leaking, it got fixed almost immediately (there were once I stayed in an airbnb and it didn't get fixed at all). And after checking out, we're able to take shower at L3 too. Lastly, there is a clothes rack for us to hang the clothes after we wash it and they gave more than enough hangers and a rack for us to hang the clothes as well (which most airbnb apartment don't do). Tuk Tuk service is also more efficient than most airbnb or even service apartment I have stayed before.<br/><br/>This apartment is almost a hotel except without the daily cleaning which I don't need. Every 3 days was good enough! However, if you're looking for a place right in the midst of the shopping, this is not the place. It is 3 stops away from siam and chaktuchak. Which for me, is very convenient. And it was so convenient we took the airport rail link and change to BTS which cost only 65 baht each and 45 mins for us to reach the apartment. Rather than 400 baht to grab and get stuck in the jam for 1.5 - 2 hours. <br/><br/>My husband and I had a very enjoyable 6D5N stay at Bangkok TRYP! Their response has also been very prompt! <br/><br/>Also, you could check out Thanee Restaurant (local food at walking distance 850m?) for breakfast. We love the roast pork there! <br/><br/>Thank you to Suchada Team for making our trip so enjoyable!",374
20869092,2019-06-19,"Service was bad, queued for 40 mins to check-in when there was only one group in front. Asked for late check-out since they wasted so much of our time due to their inefficiency in checking in, but were declined rudely. The room was very dusty and there was no body soap in the given receptacle. Isn't it basic service to refill the essentials before every new guest uses the room? Only good point is the location - there are many eateries nearby.",375
20869092,2019-06-19,Horrible hotel and staff service. What a bad experience. Rude and bad communication staff.,376
20869092,2019-06-21,"Great place to stay and has a very nice pool. Staff was also super nice and check-in process was a breeze. Even after checking out, they offers to store our luggages in case we were still exploring. We really appreciated it!",377
20869092,2019-06-22,"A well-satisfied experience!! So clean, so convenient to BTS! Recommend to live there :)",378
20869092,2019-06-22,Nice,379
20869092,2019-06-22,Clean and big apartment to stay in. Check in was smooth and staff was very polite. Transport provided to the BTS although the BTS was already quite near. Convenient if you are going chatuchak market. Highly recommended!,380
20869092,2019-06-23,It was great place. <br/>I wanna come again here :-),381
20869092,2019-06-24,Niceeee,382
20869092,2019-06-25,It was perfect!,383
20869092,2019-06-25,Great location convenient to BTS.,384
20869092,2019-06-26,Great place to stay to your visit in Bangkok.,385
20869092,2019-06-28,"Was a nice stay. <br/>Well located, fast WiFi, close to the Sanam Pao station.",386
20869092,2019-07-02,Very nice apartment close to the BTS. Offers a well deserved rest after a long day of site seeing. Highly recommend !,387
20869092,2019-07-03,"Great place, about 4 minutes walk from Sanam Pao station but the host provides a free tuktuk ride 1 way to the station from the apartment. There's also a great massage place downstairs, would stay again!",388
20869092,2019-07-04,"This is a great place to stay to experience Bangkok. The building was clean and well located, the staff were extremely friendly and helpful, and they have free tuk tuk rides to the sky train and market! The bed was extremely comfortable and the pool was definitely a plus for the hot days. Overall, my friend and I had a great time staying here.",389
20869092,2019-07-04,"Everything is just as it appears in the listing. There is no need to contact the owner as the property managers are always available, friendly and can easily help with any of your needs. The apartment is well maintained, comfortable, easily accessed and in a good location.",390
20869092,2019-07-04,"Location is good, but again隆颅 location good, service is bad, especially the receptionist who should be the one who most friendly and helpful in the hotel were very disappointed. Will never back again and will never recommend it to friends and family.",391
20869092,2019-07-05,"A beautiful apartment, the perfect place to stay. Our room was right beside the pool which made it even better. Lovely and clean, comfortable bed and great facilities.",392
20869092,2019-07-06,"This place is phenomenal. Convenient location (close to sky train), 24 hour check in, beautiful pool with awesome view and amazing apartment. Super clean as well! I would HIGHLY recommend!! Thank you!",393
20869092,2019-07-06,"We were upgraded at the last minute to a better room right next to the pool, the place was very spacious and luxurious. Very convenient to be so close to a BTS skytrain stop. They arranged a taxi for us to get to the train station after our stay, as well as holding our bags before our check in and after our check out.",394
20869092,2019-07-07,"Space was clean & the check in process was fairly easy. They had a take-out menu for delivery to the room which is a fantastic touch, especially for after a long day of shopping and you just want to stay in.<br/><br/>The tuktuk service to the BTS was another nice touch, and the shared concierge with their nearby serviced apartments made a huge difference in experience, especially for an AirBnb.<br/><br/>Only one downside is the distance to travel to the main tourist areas, but it's still fairly near by BTS.",395
20869092,2019-07-07,"Bad hotel, humidity was too high that the bed sheet was feeling wet every moment, the floor was sticky,water splits out from the door when you bath and the room was smelly. Don't ever stay in this hotel!",396
20869092,2019-07-08,"We enjoyed our stay at Suchada's place. Great place, quiet and assessible to bts  via tuk-tuk provided.",397
20869092,2019-07-08,"Beautiful place. Maintained very nicely, close to the Bangkok Sky Train and a quiet place to get away from the big city life Bangkok has to offer.",398
20869092,2019-07-09,"This place is absolutely stunning, amenities are gorgeous, very well located (although hard to find the first time), super clean and there's always someone available to assist you for whatever you may need. For the price you pay you will absolutely love it.",399
20869092,2019-07-10,Friendly Staffs and good location to BTS and Don Muang airport. I am willing to stay here again if I visit Bangkok again.,400
20869092,2019-07-10,"I checked in around 01 am but super quick and convenient. Host was very thoughtful. Accommodation was stylish, clean,   equipped with good quality amenities.",401
20869092,2019-07-11,Wonderful service and quick responses! Would stay again :),402
20869092,2019-07-11,"Great house, excellent for 2 ppl, feels like home, clean and tidy, better than living in hotel",403
20869092,2019-07-12,Great place that can feel like home,404
20869092,2019-07-13,"Highly recommended, clean room and comfy stay.<br/>Big room and conveniently located.",405
20869092,2019-07-13,"Amazing place to stay, completely clean and neat. The facilities are wonderful and the staff is always there to help you in case you need it.",406
20869092,2019-07-14,"Excellent room! The condo is as described and as you see it on the photos. I would emphasise the great attitude of Suchada in responding all messages quickly and the staff working at the condominium. It's a great location, near bts and 7/11, but I found food options to be a bit limited (in case you like very busy areas with tones of options).",407
20869092,2019-07-14,"A great place to stay in Bangkok. The check in was easy, the tuktuk to the BTS and market was an added bonus. The pool area was quiet and it almost felt like a private pool :) the staff are very friendly and helpful. The bed is exceptionally comfortable with super soft linen! I highly recommend for a budget stay.",408
20869092,2019-07-14,Great stay for short layover in Bangkok! Very clean and spacious and staff were very helpful and accommodating!,409
20869092,2019-07-15,Booked multiple rooms for my visiting guests who arrived at different dates. Our first arriving of over 10 guests checked in smoothly. Somehow stupid Genting refused to allow next few arriving guests to check-in because they now claimed person who made reservations must be present. So how about tour group? Thats obviously no true because we make over hundreds of reservations every year for our guests and this is the first time we encounter such issue.,410
20869092,2019-07-16,This space is located in a trendy fun area of town. It's not full of tourists so its less crowded. We had a great time walking to boat noodle alley and taking cabs to see the attractions.,411
20869092,2019-07-16,Great stay. Thank you!,412
20869092,2019-07-16,"Dirty room, found heaps of hair in the toilet and in my bed隆颅 also an extreme amount of black mould in the bathroom that has had no attempt to be cleaned, if you can pay more do it and do not stay here隆颅just gross",413
20869092,2019-07-17,Clean and good place. Nice location !,414
20869092,2019-07-17,"Great place to stay, very close to the train station and lovely space. Also highly recommend the massage spot right by the exit.",415
20869092,2019-07-17,"Verrry useless hotel, rooms are so small that you can not breathe properly...... bugs problem is there, wash rooms are so small and stinky........ i recommend no one to stay there as i ve spent 5 days miserably there due to fraud of our booking agent who did not tell us in advance about these shortcomings.......... ONE star rating property only........",416
20869092,2019-07-18,Great place on a budget!,417
20869092,2019-07-18,Very good location where you can a free Tuk Tuk to the nearby station. The place itself is very nice with the gym and pool giving a pleasant view. They also have room service delivery and able to book taxis in advance if travelling far or at an early time,418
20869092,2019-07-19,Wonderful apartment. Pool upstairs is a huge plus. Short walk to the BTS. Awesome staff. This place is perfect for a stay in Bangkok.,419
20869092,2019-07-19,We had a lovely stay. The staff was super friendly and helpful. The apartment is big and you have lots of space. Bed is super big (king size). The BTS is close and there is a small local market nearby.,420
20869092,2019-07-20,Room is very dusty. Bedsheets and pillow sheets are dirty . Shower gets clogged easily. Family room is smaller than expected. The ceiling decorations is weird. Iron board has stains. Tv signal is terrible. Sofa bed was difficult to extend.,421
20869092,2019-07-21,"Great apartment close to BTS, a good choice for a few nights in Bangkok. Possibility to wash clothes a nice added bonus. Happy with our stay here.",422
20869092,2019-07-23,"Very clean, convenient to skytrain but likely want to taxi to most tourist sites downtown.",423
20869092,2019-07-26,Definitely recommend,424
20869092,2019-07-26,I lost my belongings here. The housekeeper was rude when I asked about it. And plus they also loved to move your things and probably throw it away.bad service.,425
20869092,2019-07-27,Enjoyed my stay,426
20869092,2019-07-27,"If there is a 0 rating, it would be that. The place is so old and torn and dirty and musty... it's basically a health hazard! They don't even have bottled water, they gave us a pitcher of water, in which the pitcher was so old and dirty! The latch on the door was broken, we did not feel safe at all.",427
20869092,2019-07-29,"Very nice and tidy space! Clean and comfortable, would definitely recommend. Loved the pool with a view over the neigbourhood and option to use the gym. Very near the sky train which basically brings you everywhere in Bangkok.",428
20869092,2019-07-29,Great place! Just as described and clean. The host is amazing and made my stay a great one with amazing communication and helpful local tips. Would definitely recommend this place.,429
20869092,2019-07-31,"Very clean, well furnished, city view, next to the pool and gym but no noise in the room, great place to stay.",430
20869092,2019-07-31,Un apartamento increible con mucho estilo e inmejorable anfitrion.,431
20869092,2019-07-31,"Great location, staff are really friendly and helpful.<br/>Would recommend to anyone. Easy to get to main attractions by taxi, or local transport",432
20869092,2019-08-01,"Such a lovely stay! Place was super clean, and check in / check out was smooth. Would definitely stay here again!",433
20869092,2019-08-01,Wow,434
20869092,2019-08-03,Because the man staff rude and then he asked me to pay extra for change blanket whereas from begin the blanket already dirty.,435
20869092,2019-08-04,"The house is better than what we expected and staff are very helpful and friendly. We had a wonderful experience, definitely going back.",436
20869092,2019-08-05,"Everything was perfect, we really enjoyed our stay here - can recommend to everyone!",437
20869092,2019-08-05,The BNB was a really great place to stay in. The facilities were good and check in and out was really fast and efficient. The free tuk tuk service to and fro to the BTS/market was great and there is a good massage place downstairs. The bnb also provides food delivery menu which is very rare for other bnbs. A definite to come back to stay in Bangkok Tryp. :),438
20869092,2019-08-05,"By far the worst place to stay . Room was dirty when we check in ,with alot of hair and dust on the floor. Basin was leaking water,room was warm throughout the night with noisy AC. Totally a waste of money. Will never recommend to stay there.",439
20869092,2019-08-06,Good place to stay in Bangkok!,440
20869092,2019-08-08,Nice,441
20869092,2019-08-08,Possibly one of the worst wedding banquet I had in my life.,442
20869092,2019-08-09,"Really helpful host, apartment very clean, superb comfortable bed, wonderful salt swimming pool in the same building, really useful tuk tuk shuttle from Sanam Pao BTS Station.",443
20869092,2019-08-10,g (Phone number hidden by Airbnb) d,444
20869092,2019-08-11,Clean and comfortable space for two travellers. Check in was great. They provided mineral water during our stay. There is also a complimentary tuk tuk service to bring us to Sanam Pao BTS. The service staff were friendly and helpful. <br/>Good value for money.<br/>Book only if you do not mind not being in the center of town.<br/>Wifi connectivity can be improved.,445
20869092,2019-08-11,They cancelled the booking on the same day of my arriving. Totally unrecommended,446
20869092,2019-08-12,"The accommodation is value for money because of the prompt response from the host, exceptional service, and the location is near train station. The host will respond within a few minutes without much waiting. Quite impressed of the responsiveness from the host. The staff are also very friendly and the service they provided is fantastic. I must say that this is a place that I will come again.",447
20869092,2019-08-13,"Great place just as in the pictures, close to train station and has everything you need.",448
20869092,2019-08-14,"great service, clean and stylish rooms.",449
20869092,2019-08-16,Great apartment. You come in and immediatley feel like home. Everything looks like on the pictures provided.,450
20869092,2019-08-16,Nice and clean apartment with good facilities. The pool was nice and the fitness room as well. The apartment was quiet and located near a MTS station with good links to the centre and the airport. The reception was very helpful.,451
20869092,2019-08-17,"I had a great stay and would definitely stay here again. The apartment was clean, spacious and well equipped with everything I needed. The bed was huge and very comfortable. The staff at reception were always very friendly and helpful. I particularly appreciated being able to take a shower at the pool facilities after I had checked out, and the free tuk-tuk to the BTS station.",452
20869092,2019-08-17,"We had an amazing stay! Would 100% recommend to anyone staying in Bangkok. The space is so modern and clean, the pool is great and location is ideal.",453
20869092,2019-08-19,I encounter one staff pretty unprofessional that pass me the disposable chopsticks that cover unsealed while I asked...,454
20869092,2019-08-19,The room design with the inner door connected to next room in case family stay. However the insulation is very bad that I was awaken by a auntie non-stop nagging to her adult daughter 6am in the morning...,455
20869092,2019-08-19,"The vending machine at lobby are also very lousy, totally don't work and staff saying they need to call and ask vendor to fix it and can't do anything while my token being took away...though the token it's a complimentary but the experience is pretty bad...",456
20869092,2019-08-19,Not good quality not good sevise,457
20869092,2019-08-20,We had an amazing 6 days stay at Bangkok Tryp. Everything was a perfectly as described. We will definitely come back here next time.,458
20869092,2019-08-21,Nice place definitely will come back. Everyone was very pleasant!,459
20869092,2019-08-21,Wonderful apartment with great location and pool. We are happy to book the apartment here in a great deal.,460
20869092,2019-08-22,"A very pleasure, comfortable, and delicate studio! Great place to stay with the friendly host and great location.",461
20869092,2019-08-24,Excellent,462
20869092,2019-08-24,The space was very clean and relaxing. The staff was really helpful and very kind as well. I would recommend this to anyone looking for a comfortable space to travel from.,463
20869092,2019-08-24,"Travelled as a couple for 4 days and we stayed in Bangkok Tryp. Communication with the Suchada was kept open and response from her very fast. Check- in process was smooth and apartment is very clean which I was very pleased to see.<br/><br/>Room: Very clean, stocked up with bottled water, plates, mugs, towels etc. Our aircon was slightly leaking, but it was not a big deal. Bed was superb and very comfortable. <br/><br/>Location: There is tuk tuk on call to take you near the BTS Sanam Pao ( very convenient to go anywhere) , however it doesn't go all the way to the station, it is a short 3-5 mins walk. The only part that is lacking is if you do not have a local number you can't contact the reception to page the Tuk tuk to pick you up and the walk back to Bangkok Tryp can be a little tideous especially with luggage due to the ongoing traffic as it is pretty deep down the alley. <br/><br/>Overall, it is a fantastic place to stay if you prefer a quieter neighbourhood away from the buzzing crowd. <br/><br/>Suchada and her team did a great job and we had a great experience staying in this apartment.",464
20869092,2019-08-26,Plz save your money and time. Dont stay here and experience the worst hotel experience. No proper wifi and terrible food in history,465
20869092,2019-08-27,It was clean and very accommodating. The bed was very comfortable!,466
20869092,2019-08-27,"Great hospitality, they also provide room service for those lazy days! Room was nice and clean, comfy bed. Not too far from everything<br/>Thank you!",467
20869092,2019-08-28,A great little oasis with very helpful and communicative staff in a very crowded city. A home away from home; very much appreciated.,468
20869092,2019-08-29,nice,469
20869092,2019-08-29,"Initially I wanted to leave a generic review for this stay, but Sutchada's place has been really amazing. It was relatively near to the Sanam Pao BTS and the tuk tuk service was really helpful and always ready for us. The space is neat and beautiful and the bed was especially comfortable. We had a lovely time in Bangkok and would definitely recommend Sutchada's place to anyone looking to have an amazing stay.",470
20869092,2019-08-31,Staff are very helpful and we spent 2 wonderful nights there. Property is close to BTS and 7-11. Recommended for people don't stay at Bangkok for too long.,471
20869092,2019-08-31,Great stay with a helpful reception which is just one minute walk away. Near to Sanam pao BTS,472
20869092,2019-09-01,Very clean and cozy. About 5-10 mins walk to bts sanam pao.,473
20869092,2019-09-01,Good,474
20869092,2019-09-01,It's a really good apartment ~We're enjoying the 3nights of here ~,475
20869092,2019-09-02,Cosy place with a nice pool! There was a local market in the area and the tuk-tuk from the hotel took us there for free.<br/><br/>Minor remark: the bathroom door could not be fully closed.,476
20869092,2019-09-02,Great spot to stay in Bangkok,477
20869092,2019-09-03,"Great place to stay. Super nice People, nice pool at the 5th floor.",478
20869092,2019-09-04,"Clean, secure and private place. Good location for travelling around the city",479
20869092,2019-09-05,Smooth check-in process. Very stylish and comfortable space. Tucked away in a quiet side street from the main road. Very convenient location - a short walk from BTS station.,480
20869092,2019-09-05,"This place will not disappoint, the pics are very accurate, it's clean and stylish, the staff are great and so helpful if you need anything.<br/>I am very fussy where I stay but I would not hesitate to stay here again. It's literally round the corner from the bts station so really easy to get around.<br/><br/>10 out of 10 from me and my wife",481
20869092,2019-09-05,This was a great place to stay.  We walked to a non-touristy local market within 10 minutes.  Everything was clean and comfortable.,482
20869092,2019-09-06,"Good hospitality, provide tuk tuk from stay place to BTS, vice versa. The place is clean and just nice for two persons, fully equipped.",483
20869092,2019-09-06,nice,484
20869092,2019-09-06,Great place in a great location next to BTS. Nearby coffee and food places make it easy to walk to. Everything was just as described.,485
20869092,2019-09-06,Very bad hotel. Small rooms with out Windows.,486
20869092,2019-09-09,"Beautiful apartment close to the skytrain. Great service and modern interior, free Tuk-Tuk service from/to BTS available. There are some special regulations regarding the usage of the pool area, make sure to check with your host in advance. Overall we would recommend this location and will likely come back.",487
20869092,2019-09-09,This placeis beautiful. Theres a lot of street food and shopping malls around!,488
20869092,2019-09-09,"First of all, wi-fi is so terrible. You cannot even watch something on Youtube without stress except the case of you wanna watch with 144p. Housekeeping is also not really awesome. Gym is so tiny.",489
20869092,2019-09-10,"The accommodation is cosy for 2. They provide amenities like microwave, washing machine and also have access to pool and gym. Tuk tuk service is available from the accom to the BTS which is a great plus after long day of shopping. Highly recommended!",490
20869092,2019-09-11,Nice apartment and good service,491
20869092,2019-09-12,Good size place for 2,492
20869092,2019-09-12,Great location and helpful service at hand.,493
20869092,2019-09-13,Beautiful space. Easy check in. Loved it,494
20869092,2019-09-15,"Amazing place with full facilities like fridge, stove, washing machine etc. Clean and reception is really good service. Will recommend this place to stay.",495
20869092,2019-09-15,Fantastic place! Everything was nice and clean and felt more like a hotel with the check in / check out process. Didn't stay long enough to check out the pool and gym. They also have a free tuktuk service where they drive you to the local market or BTS station otherwise it's less than 10 min walk.,496
20869092,2019-09-16,My partner and I stayed here for 1 night after arriving from a late flight into Bangkok. The apartment was clean and conveniently located near the skytrain. It's a bit out of the main city centre but since Bangkok is a large city with lots of traffic the proximity to the skytrain is ideal. The bed was also big and very comfy!,497
20869092,2019-09-16,Nice quiet area short walk to restaurants at a bargain price.,498
20869092,2019-09-16,"So bad. Requested some hangers, they can only provide one and so dirty. They even don't know it should be cleaned before passing to guest.",499
20869092,2019-09-17,Great place and got free drive to station.,500
20869092,2019-09-17,Love the place. Will be stay in next time.,501
20869092,2019-09-17,Great place.  Check-in staff were very helpful and informative.,502
20869092,2019-09-17,"I was thoroughly impressed by the great hospitality this establishment provided for me and my friends. This was definitely worth the money, and I wish we stayed longer here. Loved how they had a tuk tuk service for us to the local market/train station. It was also in a really quiet area so we could have a break from the city noise. I especially loved the infinity pool/gym. We used these spaces to take a break from hours of long sightseeing and the views from the pool were spectacular. That bed was also really comfortable, I felt like I was sleeping on a cloud! This was overall a great experience, and I recommend this to anyone who wants an affordable yet luxurious experience.",503
20869092,2019-09-18,"Great place to have a good rest, clean and the location is not that center but in the SkyTrain everything is in 20 minutes",504
20869092,2019-09-18,"This hotel has very poor service, the poor area has a lot of mosquitoes, the room service very bad some days give you water sometimes not and towels too",505
20869092,2019-09-18,"A very bad experience at this hotel. It was our first trip to Singapore. They serve same disgusting breakfast everyday. Receptionist is very rude. Coming to the room, the tv did not work, the shower broke down, no proper locks to the bathroom. I would never go back to that place.",506
20869092,2019-09-19,"Friendly staff, good service",507
20869092,2019-09-19,"Great place! Would stay again. Exactly what you expect, great value.",508
20869092,2019-09-19,"Overall it has been a great experience living here at Bangkok Tryp. <br/>The room provided is very clean and well equipped with washing machine, electronic stoves, and TV (with lots of TV channels). We are very surprised as they even provided us detergents for us to wash our clothes inside the room. They also provide all tuk tuk pick up and drop off services to Sanam Pao (Nearest BTS station). Will definitely come back to stay if I ever visit Bangkok again!",509
20869092,2019-09-20,"Easy to check in, massage parlour available just downstairs and also have room service in the room. Bed is extremely comfortable and place is huge",510
20869092,2019-09-22,conveniently placed and great value for money!!,511
20869092,2019-09-23,Good!!,512
20869092,2019-09-23,"Great place! Clean, easy to check in and check out, the place is well stocked with detergent for washing your clothes or dishes, the bed is super comfortable, shower and toilet are nice. Would stay here again :)",513
20869092,2019-09-24,Clean room and nice touches. Good hospitality and not a bad location. Pool is okay. They provide free tuk tuk to sanam pao bts which is also 5-8min walking distance. Overall a pleasant stay!,514
20869092,2019-09-25,A lovely and spacious Airbnb in a good location. Suchada was prompt with questions and responses. The place was clean and near the train. Check in and check out was quick and simple. It was away from the main road so it was quiet at night. I would highly recommend this place for a stay in Bangkok! Thank you Suchada.,515
20869092,2019-09-25,"Amazing stay. Easy BTS access, close to victory monument, overall great location. We enjoyed the tuk tuk service and the management being available for guidance throughout our stay",516
20869092,2019-09-26,"Good condo,it has great view",517
20869092,2019-09-28,"The apartment was lovely and clean - the pool and exercise room is a really nice touch. Close to a SkyTrain stop, so very easy to get around from here!",518
20869092,2019-09-29,"Super organized, fast and clear in communication, a very neat apartment. Love the street market. Very easy to get here from both airport using bts and mrt, of don't forget to try the tuk tuk from the property management.",519
20869092,2019-10-03,Fantastic place!,520
20869092,2019-10-05,"It's not a hotel at all just a bed like dormitories if you will keep your trolley bag down then there won't be space to keep your legs that much small. Neat and clean but I feel like in a sleeper couch in the train, bath room and toilet are common. I never suggest this place to anyone",521
20869092,2019-10-06,"Very nice and beautiful place more than I expected. Swimming pool and gym room is useful after a long and tiring day. Room have washing machine and kitchen and stuffs, very very convenient.",522
20869092,2019-10-08,Great apartment. So close to Skyrail. Lovely pool on 5th floor.,523
20869092,2019-10-08,"Easy access from the metro, clean and tidy, great pool.",524
20869092,2019-10-08,"Terrible service. Booked a night there and tried to alter the dates on Agoda but accidentally clicked a button and cancelled it and requested for it to be reinstated. Agoda team was fab but customer service was horrible - not only was the request denied, but they were awfully rude about it and had condescending tones. It was my first time experience and will definitely not book this place again. There are plenty of other options around",525
20869092,2019-10-08,"Food was horrible, in the pandemic situation they are making money by giving sub standard food.",526
20869092,2019-10-09,"Very clean and nice apartment. Only stayed one night but recommend. Walk to BTS in 5 mins. Also great street food close by, ask the tuk tuk driver to take you there.",527
20869092,2019-10-09,"The service staff was not exactly professional (not sure if they are special needs staff, but if yes, please inform us). The cold dish was passable, the fish was overcooked, the noodles was clumpy and the yam paste was incredibly sweet (double the sugar anyone?).",528
20869092,2019-10-10,"Good place, clean room, near by MRT station<br/>Very recommended",529
20869092,2019-10-10,Water dripping sound all night long . Uncomfortable staying,530
20869092,2019-10-10,"Extremely bad experience as my Patagonia jacket was stolen during my 4 day stay! And, absolutely no help was provided in terms of finding it. Breakfast was also not provided although the online posting says that it is included. Ants everywhere within the property. The check-in lady (Grace) shouted on me for calling her to check in early.",531
20869092,2019-10-10,"Very dirty bed sheet, smelly blanket, pillow case got saliva mark and smell of saliva. Means never change new before guest in. Disgusted place to sleep. Lobby area have old uncle always smoke. Will make your shirt super smelly.",532
20869092,2019-10-11,Es war toll und genau so wie beschrieben,533
20869092,2019-10-12,"The staff is so nice!!! And can help you to order taxi, drive you to nearby market!! House was also nice",534
